,song_id,watson_response
238,330,"{'usage': {'text_units': 1, 'text_characters': 1804, 'features': 3}, 'sentiment': {'document': {'score': -0.764301, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.203413, 'joy': 0.441098, 'fear': 0.162233, 'disgust': 0.045016, 'anger': 0.108026}}}, 'categories': [{'score': 0.655367, 'label': '/family and relationships'}, {'score': 0.65516, 'label': '/family and relationships/dating'}, {'score': 0.584384, 'label': '/music and audio/r&b|soul|funk'}]}"
239,406,"{'usage': {'text_units': 1, 'text_characters': 3857, 'features': 3}, 'sentiment': {'document': {'score': -0.94693, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.207236, 'joy': 0.377207, 'fear': 0.145869, 'disgust': 0.067167, 'anger': 0.107701}}}, 'categories': [{'score': 0.71328, 'label': '/music and audio/hip hop music'}, {'score': 0.688524, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.676613, 'label': '/television/music tv'}]}"
240,527,"{'usage': {'text_units': 1, 'text_characters': 2686, 'features': 3}, 'sentiment': {'document': {'score': 0.319583, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.326004, 'joy': 0.367231, 'fear': 0.107697, 'disgust': 0.083336, 'anger': 0.104232}}}, 'categories': [{'score': 0.795853, 'label': '/family and relationships/dating'}, {'score': 0.678251, 'label': '/events and attractions/personal celebrations & life events'}, {'score': 0.658842, 'label': '/family and relationships/bereavement'}]}"
241,786,"{'usage': {'text_units': 1, 'text_characters': 1681, 'features': 3}, 'sentiment': {'document': {'score': 0.751017, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.238067, 'joy': 0.414669, 'fear': 0.158991, 'disgust': 0.024147, 'anger': 0.075044}}}, 'categories': [{'score': 0.981732, 'label': '/news and politics/weather'}]}"
242,926,"{'usage': {'text_units': 1, 'text_characters': 2608, 'features': 3}, 'sentiment': {'document': {'score': 0.616351, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.173145, 'joy': 0.552593, 'fear': 0.108207, 'disgust': 0.047764, 'anger': 0.061007}}}, 'categories': [{'score': 0.686794, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.58775, 'label': '/music and audio/hip hop music'}, {'score': 0.583275, 'label': '/food & drink/desserts and baking'}]}"
243,85,"{'usage': {'text_units': 1, 'text_characters': 2349, 'features': 3}, 'sentiment': {'document': {'score': 0.633616, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.175523, 'joy': 0.478594, 'fear': 0.141112, 'disgust': 0.048582, 'anger': 0.067098}}}, 'categories': [{'score': 0.933222, 'label': '/automotive'}]}"
244,405,"{'usage': {'text_units': 1, 'text_characters': 2298, 'features': 3}, 'sentiment': {'document': {'score': -0.681031, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.226438, 'joy': 0.335287, 'fear': 0.190696, 'disgust': 0.096667, 'anger': 0.095217}}}, 'categories': [{'score': 0.648395, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.64785, 'label': '/music and audio/rock music'}, {'score': 0.636189, 'label': '/music and audio/alternative music'}]}"
245,1908,"{'usage': {'text_units': 1, 'text_characters': 1261, 'features': 3}, 'sentiment': {'document': {'score': -0.651654, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.275335, 'joy': 0.267395, 'fear': 0.179351, 'disgust': 0.048665, 'anger': 0.097923}}}, 'categories': [{'score': 0.755017, 'label': '/books and literature/poetry'}, {'score': 0.603069, 'label': '/family and relationships/dating'}, {'score': 0.590098, 'label': ""/music and audio/children's music""}]}"
246,8,"{'usage': {'text_units': 1, 'text_characters': 2273, 'features': 3}, 'sentiment': {'document': {'score': -0.839199, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.263299, 'joy': 0.373856, 'fear': 0.152139, 'disgust': 0.04367, 'anger': 0.090622}}}, 'categories': [{'score': 0.776258, 'label': '/music and audio/hip hop music'}, {'score': 0.746999, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.628043, 'label': ""/music and audio/children's music""}]}"
247,576,"{'usage': {'text_units': 1, 'text_characters': 2273, 'features': 3}, 'sentiment': {'document': {'score': -0.839199, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.263299, 'joy': 0.373856, 'fear': 0.152139, 'disgust': 0.04367, 'anger': 0.090622}}}, 'categories': [{'score': 0.776258, 'label': '/music and audio/hip hop music'}, {'score': 0.746999, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.628043, 'label': ""/music and audio/children's music""}]}"
248,620,"{'usage': {'text_units': 1, 'text_characters': 2273, 'features': 3}, 'sentiment': {'document': {'score': -0.839199, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.263299, 'joy': 0.373856, 'fear': 0.152139, 'disgust': 0.04367, 'anger': 0.090622}}}, 'categories': [{'score': 0.776258, 'label': '/music and audio/hip hop music'}, {'score': 0.746999, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.628043, 'label': ""/music and audio/children's music""}]}"
249,967,"{'usage': {'text_units': 1, 'text_characters': 2989, 'features': 3}, 'sentiment': {'document': {'score': -0.592179, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.234557, 'joy': 0.266096, 'fear': 0.200452, 'disgust': 0.034143, 'anger': 0.177808}}}, 'categories': [{'score': 0.618626, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.592945, 'label': '/music and audio/rock music'}, {'score': 0.590967, 'label': ""/music and audio/children's music""}]}"
250,1030,"{'usage': {'text_units': 1, 'text_characters': 2273, 'features': 3}, 'sentiment': {'document': {'score': -0.839199, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.263299, 'joy': 0.373856, 'fear': 0.152139, 'disgust': 0.04367, 'anger': 0.090622}}}, 'categories': [{'score': 0.776258, 'label': '/music and audio/hip hop music'}, {'score': 0.746999, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.628043, 'label': ""/music and audio/children's music""}]}"
251,1224,"{'usage': {'text_units': 1, 'text_characters': 2273, 'features': 3}, 'sentiment': {'document': {'score': -0.839199, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.263299, 'joy': 0.373856, 'fear': 0.152139, 'disgust': 0.04367, 'anger': 0.090622}}}, 'categories': [{'score': 0.776258, 'label': '/music and audio/hip hop music'}, {'score': 0.746999, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.628043, 'label': ""/music and audio/children's music""}]}"
252,1337,"{'usage': {'text_units': 1, 'text_characters': 2753, 'features': 3}, 'sentiment': {'document': {'score': 0.651351, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.243773, 'joy': 0.468825, 'fear': 0.118114, 'disgust': 0.028052, 'anger': 0.073586}}}, 'categories': [{'score': 0.726965, 'label': '/family and relationships'}, {'score': 0.725745, 'label': '/family and relationships/dating'}, {'score': 0.628873, 'label': '/family and relationships/bereavement'}]}"
253,315,"{'usage': {'text_units': 1, 'text_characters': 803, 'features': 3}, 'sentiment': {'document': {'score': -0.998065, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.235037, 'joy': 0.327861, 'fear': 0.186836, 'disgust': 0.078457, 'anger': 0.092576}}}, 'categories': [{'score': 0.579962, 'label': '/family and relationships/bereavement'}, {'score': 0.576634, 'label': '/family and relationships/dating'}, {'score': 0.575159, 'label': ""/music and audio/children's music""}]}"
254,316,"{'usage': {'text_units': 1, 'text_characters': 803, 'features': 3}, 'sentiment': {'document': {'score': -0.998065, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.235037, 'joy': 0.327861, 'fear': 0.186836, 'disgust': 0.078457, 'anger': 0.092576}}}, 'categories': [{'score': 0.579962, 'label': '/family and relationships/bereavement'}, {'score': 0.576634, 'label': '/family and relationships/dating'}, {'score': 0.575159, 'label': ""/music and audio/children's music""}]}"
255,837,"{'usage': {'text_units': 1, 'text_characters': 799, 'features': 3}, 'sentiment': {'document': {'score': -0.905056, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.279089, 'joy': 0.425319, 'fear': 0.125773, 'disgust': 0.02907, 'anger': 0.06411}}}, 'categories': [{'score': 0.65628, 'label': '/family and relationships/dating'}, {'score': 0.60681, 'label': '/travel/travel preparation and advice'}, {'score': 0.599149, 'label': ""/music and audio/children's music""}]}"
256,1566,"{'usage': {'text_units': 1, 'text_characters': 1551, 'features': 3}, 'sentiment': {'document': {'score': -0.522706, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.188541, 'joy': 0.390823, 'fear': 0.163675, 'disgust': 0.02948, 'anger': 0.076137}}}, 'categories': [{'score': 0.787077, 'label': '/hobbies & interests/birdwatching'}, {'score': 0.741436, 'label': '/family and relationships/dating'}, {'score': 0.663732, 'label': '/hobbies & interests/radio control'}]}"
257,1835,"{'usage': {'text_units': 1, 'text_characters': 890, 'features': 3}, 'sentiment': {'document': {'score': -0.846442, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.279251, 'joy': 0.358494, 'fear': 0.144911, 'disgust': 0.048977, 'anger': 0.074134}}}, 'categories': [{'score': 0.714576, 'label': '/events and attractions/personal celebrations & life events'}, {'score': 0.666516, 'label': '/family and relationships/dating'}, {'score': 0.621999, 'label': '/events and attractions/personal celebrations & life events/wedding'}]}"
258,1836,"{'usage': {'text_units': 1, 'text_characters': 1452, 'features': 3}, 'sentiment': {'document': {'score': -0.841807, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.248133, 'joy': 0.354431, 'fear': 0.156536, 'disgust': 0.029471, 'anger': 0.131791}}}, 'categories': [{'score': 0.786718, 'label': '/news and politics/politics/war and conflicts'}, {'score': 0.632606, 'label': '/events and attractions/personal celebrations & life events'}, {'score': 0.601901, 'label': '/music and audio/gospel music'}]}"
259,184,"{'usage': {'text_units': 1, 'text_characters': 1657, 'features': 3}, 'sentiment': {'document': {'score': -0.554864, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.235358, 'joy': 0.388358, 'fear': 0.169488, 'disgust': 0.050888, 'anger': 0.104741}}}, 'categories': [{'score': 0.575694, 'label': '/family and relationships'}, {'score': 0.573682, 'label': '/events and attractions/personal celebrations & life events'}, {'score': 0.564754, 'label': '/family and relationships/dating'}]}"
260,29,"{'usage': {'text_units': 1, 'text_characters': 2484, 'features': 3}, 'sentiment': {'document': {'score': 0.914374, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.213213, 'joy': 0.498102, 'fear': 0.123859, 'disgust': 0.035347, 'anger': 0.069677}}}, 'categories': [{'score': 0.758081, 'label': '/events and attractions/personal celebrations & life events'}, {'score': 0.676159, 'label': '/family and relationships'}, {'score': 0.675458, 'label': '/family and relationships/dating'}]}"
261,439,"{'usage': {'text_units': 1, 'text_characters': 1380, 'features': 3}, 'sentiment': {'document': {'score': -0.591606, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.216109, 'joy': 0.50812, 'fear': 0.165074, 'disgust': 0.03229, 'anger': 0.058141}}}, 'categories': [{'score': 0.854642, 'label': '/religion & spirituality'}, {'score': 0.818128, 'label': '/religion & spirituality/christianity'}, {'score': 0.766273, 'label': '/religion & spirituality/spirituality'}]}"
262,528,"{'usage': {'text_units': 1, 'text_characters': 2301, 'features': 3}, 'sentiment': {'document': {'score': -0.576739, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.209124, 'joy': 0.381287, 'fear': 0.150849, 'disgust': 0.064719, 'anger': 0.098188}}}, 'categories': [{'score': 0.755096, 'label': '/family and relationships'}, {'score': 0.720921, 'label': '/family and relationships/dating'}, {'score': 0.654648, 'label': '/events and attractions/personal celebrations & life events/baby shower'}]}"
263,529,"{'usage': {'text_units': 1, 'text_characters': 2301, 'features': 3}, 'sentiment': {'document': {'score': -0.576739, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.209124, 'joy': 0.381287, 'fear': 0.150849, 'disgust': 0.064719, 'anger': 0.098188}}}, 'categories': [{'score': 0.755096, 'label': '/family and relationships'}, {'score': 0.720921, 'label': '/family and relationships/dating'}, {'score': 0.654648, 'label': '/events and attractions/personal celebrations & life events/baby shower'}]}"
264,1396,"{'usage': {'text_units': 1, 'text_characters': 1764, 'features': 3}, 'sentiment': {'document': {'score': -0.654165, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.288812, 'joy': 0.312493, 'fear': 0.097883, 'disgust': 0.045693, 'anger': 0.096627}}}, 'categories': [{'score': 0.746792, 'label': '/family and relationships/dating'}, {'score': 0.650405, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.631432, 'label': ""/music and audio/children's music""}]}"
265,112,"{'usage': {'text_units': 1, 'text_characters': 1070, 'features': 3}, 'sentiment': {'document': {'score': 0, 'label': 'neutral'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.341802, 'joy': 0.269373, 'fear': 0.249059, 'disgust': 0.069895, 'anger': 0.1037}}}, 'categories': [{'score': 0.616492, 'label': '/sports/wrestling'}, {'score': 0.534425, 'label': '/sports/boxing'}, {'score': 0.532119, 'label': '/books and literature/poetry'}]}"
266,255,"{'usage': {'text_units': 1, 'text_characters': 3514, 'features': 3}, 'sentiment': {'document': {'score': 0.605306, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.230392, 'joy': 0.522227, 'fear': 0.103102, 'disgust': 0.042343, 'anger': 0.065926}}}, 'categories': [{'score': 0.768806, 'label': '/events and attractions/personal celebrations & life events/baby shower'}, {'score': 0.683634, 'label': '/events and attractions/personal celebrations & life events/prom'}, {'score': 0.66162, 'label': '/family and relationships/dating'}]}"
267,692,"{'usage': {'text_units': 1, 'text_characters': 1269, 'features': 3}, 'sentiment': {'document': {'score': 0.749996, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.258481, 'joy': 0.418601, 'fear': 0.10186, 'disgust': 0.027198, 'anger': 0.077103}}}, 'categories': [{'score': 0.682096, 'label': '/events and attractions/personal celebrations & life events'}, {'score': 0.670316, 'label': '/family and relationships'}, {'score': 0.668218, 'label': '/family and relationships/dating'}]}"
268,1155,"{'usage': {'text_units': 1, 'text_characters': 1060, 'features': 3}, 'sentiment': {'document': {'score': -0.572572, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.402005, 'joy': 0.326118, 'fear': 0.128653, 'disgust': 0.020747, 'anger': 0.040835}}}, 'categories': [{'score': 0.657778, 'label': '/family and relationships/dating'}, {'score': 0.65422, 'label': '/family and relationships/bereavement'}, {'score': 0.651216, 'label': '/events and attractions/personal celebrations & life events'}]}"
269,1241,"{'usage': {'text_units': 1, 'text_characters': 1256, 'features': 3}, 'sentiment': {'document': {'score': -0.866639, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.363725, 'joy': 0.232127, 'fear': 0.12418, 'disgust': 0.038829, 'anger': 0.073339}}}, 'categories': [{'score': 0.718297, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.572011, 'label': '/music and audio/rock music/soft rock'}, {'score': 0.568313, 'label': '/music and audio/adult album alternative'}]}"
270,1941,"{'usage': {'text_units': 1, 'text_characters': 1152, 'features': 3}, 'sentiment': {'document': {'score': -0.531375, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.180361, 'joy': 0.41631, 'fear': 0.22124, 'disgust': 0.029545, 'anger': 0.057177}}}, 'categories': [{'score': 0.608698, 'label': '/events and attractions/personal celebrations & life events'}, {'score': 0.588479, 'label': '/family and relationships/dating'}, {'score': 0.578959, 'label': '/music and audio/r&b|soul|funk'}]}"
271,36,"{'usage': {'text_units': 1, 'text_characters': 1333, 'features': 3}, 'sentiment': {'document': {'score': 0.479393, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.289756, 'joy': 0.38431, 'fear': 0.170425, 'disgust': 0.027936, 'anger': 0.045814}}}, 'categories': [{'score': 0.869428, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.660741, 'label': '/events and attractions/personal celebrations & life events'}, {'score': 0.641336, 'label': '/news and politics/weather'}]}"
272,1135,"{'usage': {'text_units': 1, 'text_characters': 5747, 'features': 3}, 'sentiment': {'document': {'score': -0.688171, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.337166, 'joy': 0.368492, 'fear': 0.103913, 'disgust': 0.056779, 'anger': 0.137199}}}, 'categories': [{'score': 0.976685, 'label': '/music and audio/hip hop music'}, {'score': 0.755771, 'label': '/music and audio/r&b|soul|funk'}]}"
273,1347,"{'usage': {'text_units': 1, 'text_characters': 3838, 'features': 3}, 'sentiment': {'document': {'score': -0.592976, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.239314, 'joy': 0.325772, 'fear': 0.156025, 'disgust': 0.085009, 'anger': 0.13208}}}, 'categories': [{'score': 0.819649, 'label': '/music and audio/hip hop music'}, {'score': 0.629075, 'label': '/music and audio/r&b|soul|funk'}]}"
274,927,"{'usage': {'text_units': 1, 'text_characters': 2641, 'features': 3}, 'sentiment': {'document': {'score': -0.658251, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.2014, 'joy': 0.409663, 'fear': 0.199216, 'disgust': 0.053432, 'anger': 0.08503}}}, 'categories': [{'score': 0.639684, 'label': '/music and audio/hip hop music'}, {'score': 0.593441, 'label': '/food & drink/desserts and baking'}, {'score': 0.591885, 'label': '/music and audio/r&b|soul|funk'}]}"
275,928,"{'usage': {'text_units': 1, 'text_characters': 2641, 'features': 3}, 'sentiment': {'document': {'score': -0.658251, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.2014, 'joy': 0.409663, 'fear': 0.199216, 'disgust': 0.053432, 'anger': 0.08503}}}, 'categories': [{'score': 0.639684, 'label': '/music and audio/hip hop music'}, {'score': 0.593441, 'label': '/food & drink/desserts and baking'}, {'score': 0.591885, 'label': '/music and audio/r&b|soul|funk'}]}"
276,1888,"{'usage': {'text_units': 1, 'text_characters': 996, 'features': 3}, 'sentiment': {'document': {'score': 0.839148, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.224648, 'joy': 0.521386, 'fear': 0.083939, 'disgust': 0.031935, 'anger': 0.042298}}}, 'categories': [{'score': 0.919679, 'label': '/events and attractions/personal celebrations & life events/baby shower'}, {'score': 0.724591, 'label': '/events and attractions/personal celebrations & life events/birth'}, {'score': 0.711817, 'label': '/family and relationships'}]}"
277,562,"{'usage': {'text_units': 1, 'text_characters': 2132, 'features': 3}, 'sentiment': {'document': {'score': 0.390346, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.114851, 'joy': 0.487842, 'fear': 0.114689, 'disgust': 0.031949, 'anger': 0.051509}}}, 'categories': [{'score': 0.57061, 'label': '/music and audio'}, {'score': 0.562808, 'label': '/music and audio/urban contemporary music'}, {'score': 0.5524, 'label': '/music and audio/hip hop music'}]}"
278,573,"{'usage': {'text_units': 1, 'text_characters': 2551, 'features': 3}, 'sentiment': {'document': {'score': 0.873404, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.189706, 'joy': 0.489034, 'fear': 0.0949, 'disgust': 0.056522, 'anger': 0.05188}}}, 'categories': [{'score': 0.998221, 'label': '/music and audio/world|international music'}, {'score': 0.934907, 'label': '/news and politics/international news'}]}"
279,1246,"{'usage': {'text_units': 1, 'text_characters': 2416, 'features': 3}, 'sentiment': {'document': {'score': 0.987739, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.199453, 'joy': 0.670724, 'fear': 0.057294, 'disgust': 0.017965, 'anger': 0.039283}}}, 'categories': [{'score': 0.989285, 'label': '/events and attractions/personal celebrations & life events/prom'}, {'score': 0.984924, 'label': '/events and attractions/nightclubs'}, {'score': 0.982406, 'label': '/music and audio/dance and electronic music'}]}"
280,625,"{'usage': {'text_units': 1, 'text_characters': 1800, 'features': 3}, 'sentiment': {'document': {'score': -0.736981, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.246558, 'joy': 0.354019, 'fear': 0.117865, 'disgust': 0.04358, 'anger': 0.086212}}}, 'categories': [{'score': 0.627549, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.624515, 'label': '/religion & spirituality/spirituality'}, {'score': 0.62077, 'label': '/events and attractions/personal celebrations & life events'}]}"
281,626,"{'usage': {'text_units': 1, 'text_characters': 1800, 'features': 3}, 'sentiment': {'document': {'score': -0.736981, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.246558, 'joy': 0.354019, 'fear': 0.117865, 'disgust': 0.04358, 'anger': 0.086212}}}, 'categories': [{'score': 0.627549, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.624515, 'label': '/religion & spirituality/spirituality'}, {'score': 0.62077, 'label': '/events and attractions/personal celebrations & life events'}]}"
282,826,"{'usage': {'text_units': 1, 'text_characters': 1699, 'features': 3}, 'sentiment': {'document': {'score': -0.663584, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.314639, 'joy': 0.407167, 'fear': 0.118599, 'disgust': 0.023527, 'anger': 0.079147}}}, 'categories': [{'score': 0.774813, 'label': '/family and relationships'}, {'score': 0.764386, 'label': '/family and relationships/dating'}, {'score': 0.745137, 'label': '/music and audio/r&b|soul|funk'}]}"
283,827,"{'usage': {'text_units': 1, 'text_characters': 1699, 'features': 3}, 'sentiment': {'document': {'score': -0.663584, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.314639, 'joy': 0.407167, 'fear': 0.118599, 'disgust': 0.023527, 'anger': 0.079147}}}, 'categories': [{'score': 0.774813, 'label': '/family and relationships'}, {'score': 0.764386, 'label': '/family and relationships/dating'}, {'score': 0.745137, 'label': '/music and audio/r&b|soul|funk'}]}"
284,128,"{'usage': {'text_units': 1, 'text_characters': 1700, 'features': 3}, 'sentiment': {'document': {'score': -0.378245, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.506313, 'joy': 0.209121, 'fear': 0.125915, 'disgust': 0.031087, 'anger': 0.100785}}}, 'categories': [{'score': 0.770295, 'label': '/events and attractions/personal celebrations & life events'}, {'score': 0.758781, 'label': ""/music and audio/children's music""}, {'score': 0.737318, 'label': '/events and attractions/personal celebrations & life events/birthday'}]}"
285,369,"{'usage': {'text_units': 1, 'text_characters': 3859, 'features': 3}, 'sentiment': {'document': {'score': -0.783533, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.335777, 'joy': 0.275772, 'fear': 0.097656, 'disgust': 0.064103, 'anger': 0.105476}}}, 'categories': [{'score': 0.620451, 'label': '/news and politics/weather'}, {'score': 0.567008, 'label': '/music and audio/hip hop music'}, {'score': 0.558515, 'label': '/family and relationships/dating'}]}"
286,1438,"{'usage': {'text_units': 1, 'text_characters': 12, 'features': 3}, 'sentiment': {'document': {'score': 0.585481, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.094429, 'joy': 0.237573, 'fear': 0.118303, 'disgust': 0.084962, 'anger': 0.157122}}}, 'categories': [{'score': 0.825271, 'label': '/music and audio/classical music'}, {'score': 0.790411, 'label': '/events and attractions/concerts & music events'}, {'score': 0.734292, 'label': ""/music and audio/children's music""}]}"
287,875,"{'usage': {'text_units': 1, 'text_characters': 1418, 'features': 3}, 'sentiment': {'document': {'score': -0.696737, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.260196, 'joy': 0.311675, 'fear': 0.109397, 'disgust': 0.033082, 'anger': 0.118891}}}, 'categories': [{'score': 0.721097, 'label': '/family and relationships/dating'}, {'score': 0.70098, 'label': '/family and relationships/bereavement'}, {'score': 0.694331, 'label': '/events and attractions/personal celebrations & life events'}]}"
288,989,"{'usage': {'text_units': 1, 'text_characters': 563, 'features': 3}, 'sentiment': {'document': {'score': 0.845458, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.164257, 'joy': 0.5111, 'fear': 0.168406, 'disgust': 0.016542, 'anger': 0.11723}}}, 'categories': [{'score': 0.698922, 'label': '/science/space and astronomy'}, {'score': 0.62881, 'label': '/family and relationships'}, {'score': 0.624039, 'label': '/family and relationships/parenting/parenting babies and toddlers'}]}"
289,362,"{'usage': {'text_units': 1, 'text_characters': 3515, 'features': 3}, 'sentiment': {'document': {'score': 0.351858, 'label': 'positive'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.212164, 'joy': 0.476803, 'fear': 0.129544, 'disgust': 0.032924, 'anger': 0.058309}}}, 'categories': [{'score': 0.570974, 'label': '/television/music tv'}, {'score': 0.568594, 'label': '/music and audio'}, {'score': 0.558436, 'label': '/music and audio/adult album alternative'}]}"
290,1308,"{'usage': {'text_units': 1, 'text_characters': 456, 'features': 3}, 'sentiment': {'document': {'score': -0.999695, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.429148, 'joy': 0.18842, 'fear': 0.211572, 'disgust': 0.054914, 'anger': 0.113405}}}, 'categories': [{'score': 0.67979, 'label': '/family and relationships/bereavement'}, {'score': 0.642784, 'label': '/events and attractions/personal celebrations & life events/funeral'}, {'score': 0.635183, 'label': '/family and relationships/dating'}]}"
291,22,"{'usage': {'text_units': 1, 'text_characters': 1764, 'features': 3}, 'sentiment': {'document': {'score': -0.654165, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.288812, 'joy': 0.312493, 'fear': 0.097883, 'disgust': 0.045693, 'anger': 0.096627}}}, 'categories': [{'score': 0.746792, 'label': '/family and relationships/dating'}, {'score': 0.650405, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.631432, 'label': ""/music and audio/children's music""}]}"
292,122,"{'usage': {'text_units': 1, 'text_characters': 1764, 'features': 3}, 'sentiment': {'document': {'score': -0.654165, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.288812, 'joy': 0.312493, 'fear': 0.097883, 'disgust': 0.045693, 'anger': 0.096627}}}, 'categories': [{'score': 0.746792, 'label': '/family and relationships/dating'}, {'score': 0.650405, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.631432, 'label': ""/music and audio/children's music""}]}"
293,137,"{'usage': {'text_units': 1, 'text_characters': 1764, 'features': 3}, 'sentiment': {'document': {'score': -0.654165, 'label': 'negative'}}, 'language': 'en', 'emotion': {'document': {'emotion': {'sadness': 0.288812, 'joy': 0.312493, 'fear': 0.097883, 'disgust': 0.045693, 'anger': 0.096627}}}, 'categories': [{'score': 0.746792, 'label': '/family and relationships/dating'}, {'score': 0.650405, 'label': '/music and audio/r&b|soul|funk'}, {'score': 0.631432, 'label': ""/music and audio/children's music""}]}"
